0.wav| əŋəs̪, məəd̪ʰən̪s̪, kəs̪ɪs̪, koːs̪ələn̪s̪, ʋəd̪ʒd̪ʒɪən̪s̪, məllən̪s̪, t̪ʃeːt̪ɪs̪, ʋəŋs̪ɑːs̪,
582.wav| wˈɪð ðˈə ɐbˈandənɪŋ ˈɒv plˈɛʒə ˈand pˈeɪn—ˈaz wˈɪð ðˈə ˈɜːlɪə dˌɪsɐpˈiəɹəns ˈɒv dʒˈɔɪ ˈand dɪstɹˈɛs—ˈaɪ ˈɛntə ˈand ɹɪmˈeɪn ˈɪn ðˈə fˈɔːθ d̪ʒʰɑːn̪ə:
583.wav| ðˈɛn d̪ʒiːʋəkə koːmɑːɾəbʰət̪ʃt̪ʃə wˈɛnt tˈuː ðˈə blˈɛsɛd wˈɒn ˈand, ˈɒn ɐɹˈaɪvəl, hˈavɪŋ bˈaʊd dˈaʊn tˈuː hˈɪm, sˈat tˈuː wˈɒn sˈaɪd.
584.wav| ˈɒn wˈɒn əkˈeɪʒən vˈɛnəɹəbəl ut̪t̪əɾə wˈɒz stˈeɪɪŋ ˈat məɦɪs̪əʋət̪t̪ʰu [wˈɔːtə bˈʌfəlˌəʊ ɡɹˈaʊnd] ˈɒn s̪əŋkʰeːjjəkə mˈaʊntɪn ˈɪn ʋəʈʈəd̪ʒɑːlɪkə.
585.wav| ðˈə pɹˈaktɪs fˈɔː wˈɒn ˈɪn tɹˈeɪnɪŋ. s̪eːkʰə-pəʈɪpəd̪ɑː s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. fˈɪfti θɹˈiː
586.wav| ðˈə ɡɹˈeɪtə dˈɪskɔːs ˈat əs̪s̪əpuɾə. məɦɑː əs̪s̪əpuɾə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. θˈɜːti nˈaɪn
587.wav| tˈuː əɳəkə moːəllɑːn̪ə. əɳəkə moːəllɑːn̪ə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. wˈɒn hˈʌndɹɪd sˈɛvən
588.wav| ðˈeə hˈiː stˈeɪd ˈɪn t̪ʰulləkoːʈʈʰɪt̪ə ˈɪn kˈɪŋ koːɾəʋjə's̪ mɪɑːt̪ʃiːɾə (ɡˈɑːdən).
589.wav| ðˈə ɡɹˈeɪt ˈɛlɪfənt fˈʊtpɹɪnt sˈɪmɪlˌɪ. məɦɑː ɦət̪t̪ʰɪpəd̪oːpəmə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. twˈɛnti ˈeɪt
590.wav| sˈɪk (t̪ʃɪt̪t̪ə ðˈə hˈaʊshəʊldəz lˈast ˈaʊəz). ɪlɑːn̪ə s̪ut̪t̪ə. s̪əŋjut̪t̪ə n̪ɪkɑːjə. fˈɔːti wˈɒn: tˈɛn
591.wav| ud̪ɑːn̪ə. sˈɪks: wˈɒn. ɹɪlˈɪŋkwɪʃmənt ˈɒv ðˈə lˈaɪf fˈɔːs (ɑːjus̪əmə-oːs̪əd̪ʒd̪ʒən̪ə s̪ut̪t̪ə)
592.wav| wˈɛn ðˈɪs wˈɒz sˈɛd, ðˈə bɹˈɑːmən loːɦɪt̪ʃt̪ʃə sˈɛd tˈuː ðˈə blˈɛsɛd wˈɒn, 'bˈʌt ˈɪz ðˈeə, mˈastə oːt̪əmə, ˈɛni tˈiːtʃə hˈuː ˈɪz nˈɒt wˈɜːði ˈɒv kɹˈɪtɪsˌɪzəm ˈɪn ðˈə wˈɜːld?'
593.wav| tˈuː məɳɪt̪ʃuːɭəkə. məɳɪt̪ʃuːɭəkə s̪ut̪t̪ə. s̪əŋjut̪t̪ə n̪ɪkɑːjə. fˈɔːti tˈuː: tˈɛn
594.wav| (bɹˈɑːmənz) ˈɒv ðˈə wˈɛstən lˈand. pət̪ʃt̪ʃʰə-bʰuːmɪkə s̪ut̪t̪ə. s̪əŋjut̪t̪ə n̪ɪkɑːjə. fˈɔːti tˈuː: sˈɪks
595.wav| ʋəɾuɳəs̪ ˈand s̪əɦəd̪ʰəmməs̪, ət̪ʃt̪ʃut̪əs̪ ˈand ən̪eːd̪ʒəkəs̪,
596.wav| ðˈeə ˈɪz ðˈə kˈeɪs wˈeə, wˈɪð ðˈə stˈɪlɪŋ ˈɒv daɪɹˈɛktɪd θˈɔːts ˈand ɪvˌaljuːˈeɪʃənz, ˈeɪ mˈʌŋk ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə sˈɛkənd d̪ʒʰɑːn̪ə:
597.wav| ðˈeə ˈɪz ðˈə kˈeɪs wˈeə ˈeɪ mˈʌŋk, wˈɪð ðˈə stˈɪlɪŋ ˈɒv daɪɹˈɛktɪd θˈɔːts ˈand ɪvˌaljuːˈeɪʃənz, ˈɛntəz ˈand ɹɪmˈeɪnz ˈɪn ðˈə sˈɛkənd d̪ʒʰɑːn̪ə:
598.wav| ðˈə ɡɹˈeɪtə dˈɪskɔːs ˈɒn ˈɛmptinəs. məɦɑː s̪uɲɲət̪ə s̪ut̪t̪ə. məd̪ʒd̪ʒʰɪmə n̪ɪkɑːjə. wˈɒn hˈʌndɹɪd twˈɛnti tˈuː
599.wav| sˈɛtɪŋ ðˈə wˈiːl ˈɒv d̪ʰəmmə ˈɪn mˈəʊʃən. d̪ʰəmmət̪ʃəkkəppəʋət̪t̪ən̪ə s̪ut̪t̪ə. s̪əŋjut̪t̪ə n̪ɪkɑːjə. fˈɪfti sˈɪks: ɪlˈɛvən
600.wav| jˈɛs.
601.wav| nˈəʊ.
602.wav| ˈaɪ sˈiː.
603.wav| jˈɛs, lˈɔːd.
604.wav| nˈəʊ, fɹˈɛnd.
605.wav| jˈɛs, sˈɜː.
606.wav| plˈiːz, sˈɜː.
607.wav| ˈɪt ˈɪz sˈəʊ.
608.wav| ˌɪndˈiːd, jˈɛs.
609.wav| wˈɛlkʌm.
610.wav| ˈɑː jˈuː ðˈeə?
611.wav| ˈaɪ ɐɡɹˈiː.
612.wav| ˈɛksələnt, mˈʌŋk.
613.wav| wˈʌndəfəl, lˈɔːd.
614.wav| ɛɡzˈaktli.
615.wav| vˈɛɹi wˈɛl.
616.wav| sˈəʊ bˈiː ˈɪt.
617.wav| wˈɒt ˈɪz ˈɪt?
618.wav| hˈuː ˈɪz ðˈeə?
619.wav| ˈɪz ˈɪt sˈəʊ?
620.wav| nˈɒt ˈat ˈɔːl.
621.wav| nˈɛvə.
622.wav| ˈɔːlweɪz.
623.wav| ˈaɪ ˌʌndəstˈand.
624.wav| spˈiːk, mˈʌŋk.
625.wav| lˈɪsən, fɹˈɛnd.
626.wav| bˈiː mˈaɪndfəl.
627.wav| bˈiː hˈiːdfəl.
628.wav| bˈiː ɐlˈɜːt.
629.wav| mˈaɪnd ɹɪlˈiːst.
630.wav| kˈɑːmd mˈaɪnd.
631.wav| mˈaɪnd stˈɪld.
632.wav| mˈaɪnd kwˈaɪət.
633.wav| ʌnbˈaʊnd.
634.wav| sˈiːst.
635.wav| ɪŋkˈɒnstənt.
636.wav| nˈɒt sˈɛlf.
637.wav| stɹˈɛsfəl.
638.wav| sɛsˈeɪʃən.
639.wav| ʌnbˈaɪndɪŋ.
640.wav| s̪ɪkʰiː.
641.wav| t̪ʃʰən̪n̪ə.
642.wav| d̪ʒəjəs̪eːn̪ə.
643.wav| bʰuːmɪd̪ʒə.
644.wav| t̪ʃun̪d̪əkə.
645.wav| bʰəəs̪.
646.wav| n̪ɪbbut̪ɪ.
647.wav| d̪ʰəmmə.
648.wav| d̪ʒʰɑːn̪ə.
649.wav| oːt̪əmə.
650.wav| ɑːn̪ən̪d̪ə.
651.wav| s̪əŋʰə.
652.wav| bud̪d̪ʰə.
653.wav| jˈɛs, ˌɪndˈiːd.
654.wav| nˈəʊ, ˌɪndˈiːd.
655.wav| sˈɜːtənli.
656.wav| tɹˈuːli.
657.wav| vˈɛɹi ɡˈʊd.
658.wav| wˈɛl dˈʌn.
659.wav| ɡˈəʊ nˈaʊ.
660.wav| kˈʌm bˈak.
661.wav| wˈeɪt hˈiə.
662.wav| lˈʊk ðˈeə.
663.wav| hˈuːz ðˈeə?
664.wav| hˈuː ˈɪz hˈiː?
665.wav| ˈaɪ ˈam hˈiə.
666.wav| hˈiː ˈɪz hˈiə.
667.wav| ʃˈiː ˈɪz hˈiə.
668.wav| spˈiːk nˈaʊ.
669.wav| lˈɪsən nˈaʊ.
670.wav| ˈaɪ ˈam stˈɪld.
671.wav| ˈaɪ ˈam kˈɑːmd.
672.wav| pˈiːsfəl.
673.wav| kwˈaɪət.
674.wav| tɹˈaŋkwɪl.
675.wav| ʌnbˈaʊnd nˈaʊ.
676.wav| ɹɪlˈiːst nˈaʊ.
677.wav| kˈɑːm dˈaʊn.
678.wav| stˈeɪ mˈaɪndfəl.
679.wav| bˈiː kwˈaɪət.
680.wav| bˈiː stˈɪld.
681.wav| ˈɔːl ˈɪz stˈɪld.
682.wav| ˈɔːl hˈaz sˈiːst.
683.wav| ðˈɪs ˈɪz pˈiːs.
684.wav| ðˈɪs ˈɪz stˈɪld.
685.wav| ˈɪt hˈaz sˈiːst.
686.wav| ðˈɪs ˈɪz ʌnbˈaɪndɪŋ.
687.wav| pˈiːsfəl mˈaɪnd.
688.wav| wˈaɪz dɪsˈaɪpəl.
689.wav| nˈəʊbəl dɪsˈaɪpəl.
690.wav| ˈɒnəd tˈiːtʃə.
691.wav| mˈaɪnd ˈɪz ɹɪlˈiːst.
692.wav| hˈɑːt ˈɪz kˈɑːmd.
693.wav| d̪ʰəmmə ˈɪz tˈɔːt.
694.wav| s̪ut̪t̪ə ˈɪz ɹˈiːd.
695.wav| ˈaɪ ˈam lˈɪsənɪŋ.
696.wav| jˈuː ˈɑː spˈiːkɪŋ.
697.wav| hˈiː ˈɪz mˈaɪndfəl.
698.wav| ʃˈiː ˈɪz ɐlˈɜːt.
699.wav| ˈɔːl ˈɪz kwˈaɪət.
700.wav| wˈɛl, jˈɛs.
701.wav| nˈaʊ, ðˈɛn.
702.wav| ˈəʊ, ˌɪndˈiːd.
703.wav| sˈiː, lˈʊk.
704.wav| lˈʊk, sˈiː.
705.wav| ðˈɛn ˈeɪ sˈɜːtən ʋəd̪ʒd̪ʒɪən̪ mˈʌŋk ɐpɹˈəʊtʃt hˈɪm ˈand, ˈɒn ɐɹˈaɪvəl, hˈavɪŋ bˈaʊd dˈaʊn tˈuː hˈɪm, sˈat tˈuː wˈɒn sˈaɪd.
706.wav| wˈaɪ, jˈɛs.
707.wav| ðˈə bɹˈɑːmən hˈaʊshəʊldəz ˈɒv ʋeːn̪ɑːəpuɾə hˈɜːd ˈɪt sˈɛd, 'oːt̪əmə ðˈə kəntˈəmplətˌɪv—ðˈə sˈʌn ˈɒv ðˈə s̪əkjən̪s̪, hˈavɪŋ ɡˈɒn fˈɔːθ fɹˈɒm ðˈə s̪əkjən̪ klˈan—hˈaz ɐɹˈaɪvd ˈat keːs̪əput̪t̪ə.
708.wav| sˈəʊ, ðˈɛn.
709.wav| fˈɜːst, lˈɪsən.
710.wav| ðˈɛn, spˈiːk.
711.wav| lˈɪsən, mˈʌŋk.
712.wav| spˈiːk, fɹˈɛnd.
713.wav| nˈəʊ, θˈaŋks.
714.wav| ɹˈaɪt, ðˈɛn.
715.wav| jˈɛs, lˈɔːd, ˈɪt ˈɪz.
716.wav| nˈəʊ, fɹˈɛnd, ˌɪndˈiːd.
717.wav| nˈaʊ, sˈiː ðˈɪs.
718.wav| lˈʊk, ˈɪt ˈɪz ðˈeə.
719.wav| sˈəʊ, lˈɛt ˈɪt bˈiː.
720.wav| ðˈʌs, hˈiː spˈəʊk.
721.wav| ðˈeə, hˈiː sˈat.
722.wav| ɡˈəʊ, nˈaʊ.
723.wav| kˈʌm, sˈiː.
724.wav| stˈeɪ, lˈɪsən.
725.wav| wˈeɪt, lˈʊk.
726.wav| hˈiə, ˌɪndˈiːd.
727.wav| nˈaʊ, lˈʊk.
728.wav| sˈəʊ, ˌɪndˈiːd.
729.wav| ðˈɛn, lˈʊk.
730.wav| ˈɔːlweɪz mˈaɪndfəl, ˈɔːlweɪz ɐlˈɜːt.
731.wav| hˈiːdfəl, ðˈeɪ pɹˈɒspə.
732.wav| mˈaɪndfəl, ðˈeɪ wˈeɪk.
733.wav| stˈɪld, ðˈeɪ dwˈɛl.
734.wav| ɹɪlˈiːst, ðˈeɪ ɹɪdʒˈɔɪs.
735.wav| kˈɑːmd, ðˈeɪ sˈɪt.
736.wav| tɹˈaŋkwɪl, ðˈeɪ stˈeɪ.
737.wav| pˈiːsfəl, ðˈeɪ lˈaɪv.
738.wav| ʌnbˈaʊnd, ðˈeɪ wˈeɪk.
739.wav| sˈiːst, ˈɔːl ˈɪz kwˈaɪət.
740.wav| lˈʊk, ðˈə mˈuːn.
741.wav| lˈʊk, ðˈə stˈɑːz.
742.wav| lˈɪsən, ðˈə wˈɪnd.
743.wav| lˈɪsən, ðˈə sˈaʊnd.
744.wav| spˈiːk, wˈaɪz wˈɒn.
745.wav| lˈɪsən, dɪsˈaɪpəl.
746.wav| nˈəʊ, ˈɪt ˈɪz nˈɒt.
747.wav| jˈɛs, ˈɪt ˈɪz sˈəʊ.
748.wav| ðˈɪs, ˌɪndˈiːd, ˈɪz pˈiːs.
749.wav| ðˈat, ˌɪndˈiːd, ˈɪz ʌnbˈaɪndɪŋ.
750.wav| ˌɪndˈiːd, ˈɪt ˈɪz stˈɪld.
751.wav| ˌɪndˈiːd, ˈɪt hˈaz sˈiːst.
752.wav| jˈɛs, fɹˈɛnd, ˌɪndˈiːd.
753.wav| nˈəʊ, lˈɔːd, ˌɪndˈiːd.
754.wav| wˈɛl, lˈɛt ˈʌs ɡˈəʊ.
755.wav| nˈaʊ, lˈɛt ˈʌs spˈiːk.
756.wav| kˈʌm, fɹˈɛnd, sˈiː.
757.wav| ɡˈəʊ, mˈʌŋk, nˈaʊ.
759.wav| ðˈʌs, ˈɪt ˈɪz.
760.wav| ðˈeə, ˌɪndˈiːd, ðˈeɪ dwˈɛl.
761.wav| hˈiə, ˌɪndˈiːd, wˈiː stˈeɪ.
762.wav| lˈʊk, ðˈeɪ ˈɑː ɡˈɒn.
763.wav| lˈʊk, hˈiː ˈɪz hˈiə.
764.wav| spˈiːk, ˈaɪ ˈam lˈɪsənɪŋ.
765.wav| lˈɪsən, ˈaɪ ˈam spˈiːkɪŋ.
766.wav| nˈəʊ, nˈɒt ðˈat.
767.wav| jˈɛs, dʒˈʌst ðˈɪs.
768.wav| ˈɔːlweɪz kwˈaɪət, ˈɔːlweɪz stˈɪld.
769.wav| sˈaɪləntli, ðˈeɪ sˈɪt.
770.wav| dʒˈɛntli, ðˈeɪ spˈiːk.
771.wav| wˈaɪz, ðˈeɪ ˈɑː.
772.wav| nˈəʊbəl, ðˈeɪ lˈaɪv.
773.wav| ɐlˈɜːt, ðˈeɪ pɹˈaktɪs.
774.wav| hˈiːdfəl, ðˈeɪ stɹˈaɪv.
775.wav| ɹɪlˈiːst, ðˈeɪ ˈɑː sˈeɪf.
776.wav| kˈɑːmd, ðˈeɪ ɹˈɛst.
777.wav| tɹˈaŋkwɪl, ðˈeɪ slˈiːp.
778.wav| ʌnbˈaʊnd, ðˈeɪ ˈɑː fɹˈiː.
779.wav| sˈiːst, ðˈeɪ ˈɑː kˈuːl.
780.wav| ˈəʊ, ˈaɪ sˈiː nˈaʊ.
781.wav| jˈɛs, ˈaɪ ɐɡɹˈiː.
782.wav| nˈəʊ, ˈaɪ dˈuː nˈɒt.
783.wav| wˈɛl, wˈɒt ˈɒv ˈɪt?
784.wav| sˈəʊ, wˈɒt ˈɪz nˈɛkst?
785.wav| nˈaʊ, wˈɒt ˈɪz ðˈɪs?
786.wav| lˈʊk, ˈɪt ˈɪz ɡˈɒn.
787.wav| sˈiː, ˈɪt hˈaz sˈiːst.
788.wav| lˈɪsən, ˈɪt ˈɪz kwˈaɪət.
789.wav| spˈiːk, nˈəʊbəl tˈiːtʃə.
790.wav| ˈɔːlweɪz ɐlˈɜːt, ˈɔːlweɪz mˈaɪndfəl.
791.wav| dʒˈɛntli mˈaɪndfəl, dʒˈɛntli ɐlˈɜːt.
792.wav| stˈɪld mˈaɪnd, kˈɑːmd mˈaɪnd.
793.wav| tɹˈaŋkwɪl mˈaɪnd, pˈiːsfəl mˈaɪnd.
794.wav| ɹɪlˈiːst mˈaɪnd, ʌnbˈaʊnd mˈaɪnd.
795.wav| ðˈɪs ˈɪz stˈɪld, ðˈat ˈɪz sˈiːst.
796.wav| hˈiə, wˈiː sˈɪt.
797.wav| ðˈeə, wˈiː stˈeɪ.
798.wav| lˈʊk, ðˈə tˈiːtʃə.
799.wav| lˈɪsən, ðˈə d̪ʰəmmə.
800.wav| pɹˈaktɪs ðˈɪs nˈəʊbəl pˈaθ.
801.wav| pˈaʃən ˈɪz ɐbˈandənd bˈaɪ ðˈə wˈaɪz.
802.wav| pˈeɪn ˈɪz ɪŋkˈɒnstənt ˈand stɹˈɛsfəl.
803.wav| plˈɛʒə ˈɪz ˈɔːlsəʊ ɪŋkˈɒnstənt.
804.wav| pˈiːpəl sˈiːk plˈɛʒə ˈɪn ðˈɪs wˈɜːld.
805.wav| pˈiːs ˈɪz fˈaʊnd ˈɪn ʌnbˈaɪndɪŋ.
806.wav| pˈɜːsən ˈɪz nˈɒt sˈɛlf.
807.wav| pəsˈɛpʃən ˈɪz ɪŋkˈɒnstənt.
808.wav| pjˈʊə ˈɪz ðˈə mˈaɪnd ˈɒv ðˈə əɾəɦən̪t̪.
809.wav| pˈɜːfɛkt ˈɪz ðˈɪs tɹˈeɪnɪŋ.
810.wav| pɹˈeɪz tˈuː ðˈə blˈɛsɛd wˈɒn.
811.wav| pɹˈaktɪs mˈaɪndfəlnəs dˈeɪ ˈand nˈaɪt.
812.wav| pˈaʃən lˈiːdz tˈuː sˈʌfəɹɪŋ.
813.wav| pˈeɪn ɐɹˈaɪzɪz fɹˈɒm kˈɒntakt.
814.wav| plˈɛʒə vˈanɪʃɪz kwˈɪkli.
815.wav| pˈiːpəl klˈɪŋ tˈuː fˈɔːm.
816.wav| pˈiːsfəl ˈɪz ðˈə fˈɒɹɪst.
817.wav| pˈɜːfɛkt tɹˈeɪnɪŋ lˈiːdz tˈuː ɹɪlˈiːs.
818.wav| ðˈə bˈɒdi nˈeɪmd s̪ubʰəkɪɳɦɑː [bjˈuːtifəl blˈak] wˈɒz sˈiːn.
819.wav| ðˈə bˈɒdi nˈeɪmd ʋeːɦəppʰəlɑː [skˈaɪ-fɹˈuːt] wˈɒz ðˈeə.
820.wav| tˈɛl mˈiː ðˈə tɹˈuːθ, fɹˈɛnd.
821.wav| t̪ət̪ʰɑːət̪ə ˈɪz ðˈə tˈiːtʃə ˈɒv d̪eːʋəs̪.
822.wav| tɹˈuːθ ˈɪz nˈəʊbəl ˈand dˈiːp.
823.wav| tədˈeɪ wˈiː pɹˈaktɪs d̪ʒʰɑːn̪ə.
824.wav| tˈaɪm ˈɪz pˈasɪŋ kwˈɪkli.
825.wav| tˈuː pˈaθs ˈɑː dɪklˈeəd.
826.wav| θɹˈiː nˈɒlɪdʒɪz ˈɑː ɐtˈeɪnd.
827.wav| tˈɛn fˈaktəz ˈɑː dɪvˈɛləpt.
828.wav| tˈiːtʃə spˈəʊk dʒˈɛntli.
829.wav| tɹˈeɪnɪŋ ˈɪz hˈɛlpfəl.
830.wav| t̪ɪs̪s̪ə wˈɒz ˈeɪ mˈaɪndfəl mˈʌŋk.
831.wav| tɹˈaŋkwɪl ˈɪz ðˈə mˈaɪnd.
832.wav| tˈɛl ðˈə mˈʌŋks tˈuː ɡˈaðə.
833.wav| t̪ət̪ʰɑːət̪ə's̪ lˈast stˈeɪtmənt wˈɒz hˈiːdfəlnəs.
834.wav| tɹˈuːθ lˈiːdz tˈuː ɹɪlˈiːs.
835.wav| tədˈeɪ ˈɪz ðˈə upoːs̪ət̪ʰə.
836.wav| θɹˈiː kɹˈeɪvɪŋz ˈɑː ɐbˈandənd.
837.wav| tɹˈeɪnɪŋ ɹˈuːlz ˈɑː ɹɪspˈɛktɪd.
838.wav| ðˈə bˈɒdi nˈeɪmd əbʰɪbʰuː {kˈɒŋkəɹə} wˈɒz stˈɪld.
839.wav| tˈeɪm ðˈə mˈaɪnd, fɹˈɛnd.
840.wav| kˈɪŋ pəs̪eːn̪əd̪ɪ koːs̪ələ wˈɒz mˈɪzɹəbəl.
841.wav| kəs̪s̪əpə lˈɪvd ˈɪn ðˈə fˈɒɹɪst.
842.wav| kət̪ʃt̪ʃɑːn̪ə ɛksplˈeɪnd ðˈə bɹˈiːf stˈeɪtmənt.
843.wav| kəmmə ˈɪz ðˈə fˈiːld.
844.wav| koːs̪ələ wˈɒz ˈeɪ ɡɹˈeɪt lˈand.
845.wav| kɑːlɑːməs̪ hˈɜːd ðˈə oːt̪əmə.
846.wav| kəpɪləʋət̪t̪ʰu wˈɒz ɐmˈʌŋ ðˈə s̪əkjən̪s̪.
847.wav| nˈɒlɪdʒ ˈɒv sɛsˈeɪʃən ˈɪz ɐtˈeɪnd.
848.wav| kˈɪŋ pəs̪eːn̪əd̪ɪ koːs̪ələ sˈat dˈaʊn.
849.wav| kəs̪s̪əpə wˈɒz ˈeɪ θɹˈiː-nˈɒlɪdʒ mˈan.
850.wav| kət̪ʃt̪ʃɑːn̪ə wˈɒz hˈaɪli ɛstˈiːmd.
851.wav| kəmmə ˈɪz ðˈə sˈiːd ˈɒv bɪkˈʌmɪŋ.
852.wav| koːs̪ələ's̪ kwˈiːn hˈad dˈaɪd.
853.wav| kɑːlɑːməs̪ ˈɒv keːs̪əput̪t̪ə hˈɜːd ðˈə d̪ʰəmmə.
854.wav| kəpɪləʋət̪t̪ʰu wˈɒz bjˈuːtifəl.
855.wav| nˈɒlɪdʒ ɐɹˈaɪzɪz ˈɪn ðˈə kˈɒnsəntɹˌeɪtɪd mˈaɪnd.
856.wav| kˈɪŋ sˈat dˈaʊn ˈɒn hˈɪz sˈiːt.
857.wav| kəs̪s̪əpə wˈɒz pˈiːsfəl.
858.wav| kət̪ʃt̪ʃɑːn̪ə spˈəʊk ðˈə tɹˈuːθ.
859.wav| nˈɒlɪdʒ ˈɒv ʌnbˈaɪndɪŋ ˈɪz suːpɹˈiːm.
860.wav| bud̪d̪ʰə tˈɔːt ðˈə d̪ʰəmmə.
861.wav| bɾəɦmɑː s̪əɦəmpət̪ɪ ˈʌtəd ˈeɪ vˈɜːs.
862.wav| blˈɛsɛd wˈɒn wˈɒz stˈeɪɪŋ nˈiə s̪ɑːʋət̪t̪ʰiː.
863.wav| bˈɒdi ˈɪz lˈaɪk ˈeɪ klˈeɪ dʒˈɑː.
864.wav| bˈɜːθ ˈɪz pˈeɪnfəl.
865.wav| bˈɒndɪdʒ ˈɒv ɐwˈeənəs ˈɪz bɹˈəʊkən.
866.wav| bɑːɾɑːɳəs̪iː ˈɪz ˈeɪ ɡɹˈeɪt sˈɪti.
867.wav| bʰəɳɖə ˈɪz ˈeɪ kwˈaɪət vˈɪlɪdʒ.
868.wav| bʰəd̪d̪ɪjə ɛksklˈeɪm wˈɒt blˈɪs.
869.wav| bud̪d̪ʰə's̪ bˈɪdɪŋ ˈɪz dˈʌn.
870.wav| bɾəɦmɑː s̪əɦəmpət̪ɪ bˈaʊd dˈaʊn.
871.wav| blˈɛsɛd wˈɒn wˈɒz stˈeɪɪŋ ˈat ɾɑːd̪ʒəəɦə.
872.wav| bˈɒdi hˈaz sˈiːst tˈuː ɡɹˈəʊ.
873.wav| bˈɜːθ hˈaz bˈiːn dɪstɹˈɔɪd.
874.wav| bˈɒndɪdʒ ˈɪz ˈɛndɪd.
875.wav| bɑːɾɑːɳəs̪iː hˈaz bˈiːn vˈɪzɪtɪd.
876.wav| bʰəɳɖə vˈɪlɪdʒ ˈɪz nˈiə.
877.wav| bʰəd̪d̪ɪjə wˈɒz ʃˈeɪvən.
878.wav| bud̪d̪ʰə's̪ wˈɜːdz ˈɑː stˈɪld.
879.wav| bɾəɦmɑː's̪ mˈaɪnd ˈɪz kˈɒnsəntɹˌeɪtɪd.
880.wav| s̪ut̪t̪ə wˈɒz ɹɪsˈaɪtɪd təɡˈɛðə.
881.wav| s̪ɑːɾɪput̪t̪ə wˈɒz ɛkstɹˈiːmli wˈaɪz.
882.wav| s̪ɑːʋət̪t̪ʰiː ˈɪz wˈeə ðˈə d̪ʒeːt̪ə's̪ ɡɹˈəʊv ˈɪz.
883.wav| s̪əŋʰə ˈɒv mˈʌŋks wˈɒz lˈɑːdʒ.
884.wav| stɹˈɛs hˈaz bˈiːn kˌɒmpɹɪhˈɛndɪd.
885.wav| s̪ɑːkeːt̪ə ˈɪz ˈeɪ bjˈuːtifəl sˈɪti.
886.wav| s̪əmɪd̪d̪ʰɪ stˈeɪd ˈɪn ðˈə fˈɒɹɪst.
887.wav| s̪iːɦə wˈɒz ˈeɪ dʒˈɛnəɹəl.
888.wav| s̪ɪkʰiː wˈɒz ˈan ˈeɪnʃənt bud̪d̪ʰə.
889.wav| stˈɪld ˈɪz ðˈə mˈaɪnd.
890.wav| s̪ut̪t̪ə n̪ɪpɑːt̪ə hˈaz dˈiːp tˈiːtʃɪŋz
891.wav| s̪ɑːɾɪput̪t̪ə ɐdɹˈɛst ðˈə mˈʌŋks.
892.wav| s̪ɑːʋət̪t̪ʰiː wˈɒz ˈeɪ ɡɹˈeɪt plˈeɪs.
893.wav| s̪əŋʰə ˈɪz wˈɜːði ˈɒv ˈɒfəɹɪŋz.
894.wav| stɹˈɛs ɐɹˈaɪzɪz fɹˈɒm kɹˈeɪvɪŋ.
895.wav| s̪ɑːkeːt̪ə hˈaz bˈiːn sˈiːn.
896.wav| s̪əmɪd̪d̪ʰɪ wˈɒz mˈaɪndfəl.
897.wav| s̪iːɦə hˈad kənvˈɪkʃən.
898.wav| s̪ɪkʰiː hˈaz stˈɪld ðˈə mˈaɪnd.
899.wav| stˈɪld mˈaɪnd ˈɪz pˈiːsfəl.
900.wav| wˈɒt dˈuː jˈuː θˈɪŋk, fɹˈɛnd?
901.wav| ˈɪz fˈɔːm kˈɒnstənt ˈɔː ɪŋkˈɒnstənt?
902.wav| wˈeə ˈɪz ðˈə blˈɛsɛd wˈɒn stˈeɪɪŋ?
903.wav| hˈuː ˈɪz ðˈat mˈʌŋk?
904.wav| wˈaɪ ˈɪz ðˈeə sˈʌfəɹɪŋ?
905.wav| hˈaʊ ˈɪz ðˈə mˈaɪnd ɹɪlˈiːst?
906.wav| hˈuː ˈɪz kəs̪s̪əpə?
907.wav| ˈɪz ðˈɪs ðˈə d̪ʰəmmə?
908.wav| dˈuː jˈuː ˌʌndəstˈand, mˈʌŋk?
909.wav| ˈɑː jˈuː hˈiːdfəl, fɹˈɛnd?
910.wav| ˈɪz fˈiːlɪŋ kˈɒnstənt ˈɔː ɪŋkˈɒnstənt?
911.wav| ˈɪz pəsˈɛpʃən kˈɒnstənt ˈɔː ɪŋkˈɒnstənt?
912.wav| ˈɑː fˌabɹɪkˈeɪʃənz kˈɒnstənt ˈɔː ɪŋkˈɒnstənt?
913.wav| ˈɪz kˈɒnʃəsnəs kˈɒnstənt ˈɔː ɪŋkˈɒnstənt?
914.wav| wˈɒt ˈɪz ðˈə kˈɔːz ˈɒv stɹˈɛs?
915.wav| wˈɒt ˈɪz ðˈə sɛsˈeɪʃən ˈɒv stɹˈɛs?
916.wav| wˈeə dˈʌz ðˈə t̪ət̪ʰɑːət̪ə ɡˈəʊ ˈaftə dˈɛθ?
917.wav| dˈuː jˈuː sˈiː ðˈat mˈaʊntɪn (ðˈə vˈʌltʃə pˈiːk)?
